-DOCSTART- -X- -X- O
orders NNS NNS O
as IN IN O
he PRP PRP O
thinks VBZ VBZ O
necessary JJ JJ O
to TO TO O
protect VB VB O
the DT DT O
interests NNS NNS O
of IN IN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
and CC CC O
may MD MD O
apportion NN NN O
the DT DT O
costs NNS NNS O
of IN IN O
the DT DT O
proceedings NNS NNS O
in IN IN O
such JJ JJ O
manner NN NN O
as IN IN O
he PRP PRP O
thinks VBZ VBZ O
fit VB VB O
: : : O
Provided VBN VBN O
further JJ JJ O
that IN IN O

management NN NN O
of IN IN O
the DT DT O
industrial JJ JJ O
concern NN NN O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
under IN IN O
Clause NN NN O
( ( ( O
e SYM SYM O
) ) ) O
the DT DT O
district NN NN O
judge NN NN O
may MD MD O
make VB VB O
such JJ JJ O
further RB RB O
orders NNS NNS O
as IN IN O
he PRP PRP O
thinks VBZ VBZ O
necessary JJ JJ O
to TO TO O
protect VB VB O
the DT DT O
interests NNS NNS O
of IN IN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
and CC CC O
may MD MD O
apportion NN NN O
the DT DT O
costs NNS NNS O
of IN IN O
the DT DT O
proceedings NNS NNS O
in IN IN O
such JJ JJ O
manner NN NN O
as IN IN O
he PRP PRP O
thinks VBZ VBZ O
fit VB VB O
: : : O
Provided VBN VBN O
further RBR RBR O
that IN IN O
unless IN IN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
intimates NNS NNS O
to TO TO O
the DT DT O
district NN NN O
judge NN NN O
that IN IN O
it PRP PRP O
will MD MD O
not RB RB O
appeal VB VB O
against IN IN O
any DT DT O
order NN NN O
releasing VBG VBG O
any DT DT O
property NN NN O
from IN IN O
attachment NN NN O
or CC CC O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
enforce VB VB O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
or CC CC O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
transfer VB VB O
the DT DT O
industrial JJ JJ O
concern NN NN O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
such JJ JJ O
order NN NN O
shall MD MD O
not RB RB O

unless IN IN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
intimates NNS NNS O
to TO TO O
the DT DT O
district NN NN O
judge NN NN O
that IN IN O
it PRP PRP O
will MD MD O
not RB RB O
appeal VB VB O
against IN IN O
any DT DT O
order NN NN O
releasing VBG VBG O
any DT DT O
property NN NN O
from IN IN O
attachment NN NN O
or CC CC O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
enforce VB VB O
the DT DT O
liability NN NN O
of IN IN O
the DT DT O
surety NN NN O
or CC CC O
rejecting VBG VBG O
the DT DT O
claim NN NN O
to TO TO O
transfer VB VB O
the DT DT O
industrial JJ JJ O
concern NN NN O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
such JJ JJ O
order NN NN O
shall MD MD O
not RB RB O
be VB VB O
given VBN VBN O
effect NN NN O
to TO TO O
until IN IN O
the DT DT O
expiry NN NN O
of IN IN O
the DT DT O
period NN NN O
fixed VBN VBN O
under IN IN O
sub-section JJ JJ O
( ( ( O
9 CD CD O
) ) ) O
within IN IN O
which WDT WDT O
an DT DT O
appeal NN NN O
may MD MD O
be VB VB O
preferred VBN VBN O
or CC CC O
if IN IN O
an DT DT O
appeal NN NN O
is VBZ VBZ O
preferred VBN VBN O
unless IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
otherwise RB RB O
directs VBZ VBZ O
until IN IN O
the DT DT O
appeal NN NN O
is VBZ VBZ O
disposed VBN VBN O
of IN IN O
. . . O
( ( ( O
8 CD CD O
) ) ) O
An DT DT O
order NN NN O
of IN IN O
attachment NN NN O
or CC CC O
sale NN NN O
of IN IN O
property NN NN O
under IN IN O
this DT DT O

be VB VB O
given VBN VBN O
effect NN NN O
to TO TO O
until IN IN O
the DT DT O
expiry NN NN O
of IN IN O
the DT DT O
period NN NN O
fixed VBN VBN O
under IN IN O
sub-section JJ JJ O
( ( ( O
9 CD CD O
) ) ) O
within IN IN O
which WDT WDT O
an DT DT O
appeal NN NN O
may MD MD O
be VB VB O
preferred VBN VBN O
or CC CC O
if IN IN O
an DT DT O
appeal NN NN O
is VBZ VBZ O
preferred VBN VBN O
unless IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
otherwise RB RB O
directs VBZ VBZ O
until IN IN O
the DT DT O
appeal NN NN O
is VBZ VBZ O
disposed VBN VBN O
of IN IN O
. . . O
( ( ( O
8 CD CD O
) ) ) O
An DT DT O
order NN NN O
of IN IN O
attachment NN NN O
or CC CC O
sale NN NN O
of IN IN O
property NN NN O
under IN IN O
this DT DT O
section NN NN O
shall MD MD O
be VB VB O
carried VBN VBN O
into IN IN O
effect NN NN O
as RB RB O
far RB RB O
as IN IN O
practicable JJ JJ O
in IN IN O
the DT DT O
manner NN NN O
provided VBN VBN O
in IN IN O
the DT DT O
Code NNP NNP O
of IN IN O
Civil NNP NNP O
Procedure NNP NNP O
1908 CD CD O
for IN IN O
the DT DT O
attachment NN NN O
or CC CC O
sale NN NN O
of IN IN O
property NN NN O
in IN IN O
execution NN NN O
of IN IN O
a DT DT O
decree NN NN O
as IN IN O
if IN IN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
were VBD VBD O
the DT DT O
decree-holder JJ JJ O
. . . O
( ( ( O
8A CD CD O
) ) ) O
An DT DT O
order NN NN O
under IN IN O
this DT DT O
section NN NN O
transferring VBG VBG O
the DT DT O
management NN NN O

section NN NN O
shall MD MD O
be VB VB O
carried VBN VBN O
into IN IN O
effect NN NN O
as RB RB O
far RB RB O
as IN IN O
practicable JJ JJ O
in IN IN O
the DT DT O
manner NN NN O
provided VBN VBN O
in IN IN O
the DT DT O
Code NNP NNP O
of IN IN O
Civil NNP NNP O
Procedure NNP NNP O
1908 CD CD O
for IN IN O
the DT DT O
attachment NN NN O
or CC CC O
sale NN NN O
of IN IN O
property NN NN O
in IN IN O
execution NN NN O
of IN IN O
a DT DT O
decree NN NN O
as IN IN O
if IN IN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
were VBD VBD O
the DT DT O
decree-holder JJ JJ O
. . . O
( ( ( O
8A CD CD O
) ) ) O
An DT DT O
order NN NN O
under IN IN O
this DT DT O
section NN NN O
transferring VBG VBG O
the DT DT O
management NN NN O
of IN IN O
an DT DT O
industrial JJ JJ O
concern NN NN O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
shall MD MD O
be VB VB O
carried VBN VBN O
into IN IN O
effect NN NN O
as RB RB O
far RB RB O
as IN IN O
may MD MD O
be VB VB O
practicable JJ JJ O
in IN IN O
the DT DT O
manner NN NN O
provided VBN VBN O
in IN IN O
the DT DT O
Code NNP NNP O
of IN IN O
Civil NNP NNP O
Procedure NNP NNP O
1908 CD CD O
for IN IN O
the DT DT O
possession NN NN O
of IN IN O
immovable JJ JJ O
property NN NN O
or CC CC O
the DT DT O
delivery NN NN O
of IN IN O
immovable JJ JJ O
property NN NN O
in IN IN O
execution NN NN O
of IN IN O
a DT DT O
decree NN NN O
as IN IN O
if IN IN O
the DT DT O

of IN IN O
an DT DT O
industrial JJ JJ O
concern NN NN O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
shall MD MD O
be VB VB O
carried VBN VBN O
into IN IN O
effect NN NN O
as RB RB O
far RB RB O
as IN IN O
may MD MD O
be VB VB O
practicable JJ JJ O
in IN IN O
the DT DT O
manner NN NN O
provided VBN VBN O
in IN IN O
the DT DT O
Code NNP NNP O
of IN IN O
Civil NNP NNP O
Procedure NNP NNP O
1908 CD CD O
for IN IN O
the DT DT O
possession NN NN O
of IN IN O
immovable JJ JJ O
property NN NN O
or CC CC O
the DT DT O
delivery NN NN O
of IN IN O
immovable JJ JJ O
property NN NN O
in IN IN O
execution NN NN O
of IN IN O
a DT DT O
decree NN NN O
as IN IN O
if IN IN O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
were VBD VBD O
the DT DT O
decree-holder JJ JJ O
. . . O
( ( ( O
9 CD CD O
) ) ) O
Any DT DT O
party NN NN O
aggrieved VBN VBN O
by IN IN O
an DT DT O
order NN NN O
under IN IN O
sub-section NN NN O
( ( ( O
4A CD CD O
) ) ) O
sub-section NN NN O
( ( ( O
5 CD CD O
) ) ) O
or CC CC O
sub-section JJ JJ O
( ( ( O
7 CD CD O
) ) ) O
may MD MD O
within IN IN O
thirty CD CD O
days NNS NNS O
from IN IN O
the DT DT O
date NN NN O
of IN IN O
the DT DT O
order NN NN O
appeal NN NN O
to TO TO O
the DT DT O
High NNP NNP O
Court NNP NNP O
and CC CC O
upon IN IN O
such JJ JJ O
appeal NN NN O
the DT DT O
High NNP NNP O
Court NNP NNP O
may MD MD O
after IN IN O
hearing VBG VBG O
the DT DT O
parties NNS NNS O
pass VBP VBP O
such JJ JJ O
orders NNS NNS O

Financial NNP NNP O
Corporation NNP NNP O
were VBD VBD O
the DT DT O
decree-holder JJ JJ O
. . . O
( ( ( O
9 CD CD O
) ) ) O
Any DT DT O
party NN NN O
aggrieved VBN VBN O
by IN IN O
an DT DT O
order NN NN O
under IN IN O
sub-section NN NN O
( ( ( O
4A CD CD O
) ) ) O
sub-section NN NN O
( ( ( O
5 CD CD O
) ) ) O
or CC CC O
sub-section JJ JJ O
( ( ( O
7 CD CD O
) ) ) O
may MD MD O
within IN IN O
thirty CD CD O
days NNS NNS O
from IN IN O
the DT DT O
date NN NN O
of IN IN O
the DT DT O
order NN NN O
appeal NN NN O
to TO TO O
the DT DT O
High NNP NNP O
Court NNP NNP O
and CC CC O
upon IN IN O
such JJ JJ O
appeal NN NN O
the DT DT O
High NNP NNP O
Court NNP NNP O
may MD MD O
after IN IN O
hearing VBG VBG O
the DT DT O
parties NNS NNS O
pass VBP VBP O
such JJ JJ O
orders NNS NNS O
thereon NN NN O
as IN IN O
it PRP PRP O
thinks VBZ VBZ O
proper JJ JJ O
. . . O
( ( ( O
10 CD CD O
) ) ) O
Where WRB WRB O
proceedings NNS NNS O
for IN IN O
liquidation NN NN O
in IN IN O
respect NN NN O
of IN IN O
an DT DT O
industrial JJ JJ O
concern NN NN O
have VBP VBP O
commenced VBN VBN O
before IN IN O
an DT DT O
application NN NN O
is VBZ VBZ O
made VBN VBN O
under IN IN O
sub-section NN NN O
( ( ( O
1 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
31 CD CD I-LC
nothing NN NN O
in IN IN O
this DT DT O
section NN NN O
shall MD MD O
be VB VB O
construed VBN VBN O
as IN IN O
giving VBG VBG O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
any DT DT O
preference NN NN O
over IN IN O
the DT DT O
other JJ JJ O
creditors NNS NNS O
of IN IN O
the DT DT O

thereon NN NN O
as IN IN O
it PRP PRP O
thinks VBZ VBZ O
proper JJ JJ O
. . . O
( ( ( O
10 CD CD O
) ) ) O
Where WRB WRB O
proceedings NNS NNS O
for IN IN O
liquidation NN NN O
in IN IN O
respect NN NN O
of IN IN O
an DT DT O
industrial JJ JJ O
concern NN NN O
have VBP VBP O
commenced VBN VBN O
before IN IN O
an DT DT O
application NN NN O
is VBZ VBZ O
made VBN VBN O
under IN IN O
sub-section NN NN O
( ( ( O
1 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
31 CD CD I-LC
nothing NN NN O
in IN IN O
this DT DT O
section NN NN O
shall MD MD O
be VB VB O
construed VBN VBN O
as IN IN O
giving VBG VBG O
to TO TO O
the DT DT O
Financial NNP NNP O
Corporation NNP NNP O
any DT DT O
preference NN NN O
over IN IN O
the DT DT O
other JJ JJ O
creditors NNS NNS O
of IN IN O
the DT DT O
industrial JJ JJ O
concern NN NN O
not RB RB O
conferred VBD VBD O
on IN IN O
it PRP PRP O
by IN IN O
any DT DT O
other JJ JJ O
law NN NN O
. . . O
( ( ( O
11 CD CD O
) ) ) O
The DT DT O
functions NNS NNS O
of IN IN O
a DT DT O
district NN NN O
Judge NNP NNP O
under IN IN O
this DT DT O
section NN NN O
shall MD MD O
be VB VB O
exercisable JJ JJ O
- : : O
( ( ( O
a DT DT O
) ) ) O
in IN IN O
a DT DT O
presidency NN NN O
town NN NN O
where WRB WRB O
there EX EX O
is VBZ VBZ O
a DT DT O
city NN NN O
civil JJ JJ O
Court NNP NNP O
having VBG VBG O
jurisdiction NN NN O
by IN IN O
a DT DT O
Judge NNP NNP O
of IN IN O
that DT DT O
Court NNP NNP O
and CC CC O
in IN IN O
the DT DT O
absence NN NN O
of IN IN O
such JJ JJ O

industrial JJ JJ O
concern NN NN O
not RB RB O
conferred VBD VBD O
on IN IN O
it PRP PRP O
by IN IN O
any DT DT O
other JJ JJ O
law NN NN O
. . . O
( ( ( O
11 CD CD O
) ) ) O
The DT DT O
functions NNS NNS O
of IN IN O
a DT DT O
district NN NN O
Judge NNP NNP O
under IN IN O
this DT DT O
section NN NN O
shall MD MD O
be VB VB O
exercisable JJ JJ O
- : : O
( ( ( O
a DT DT O
) ) ) O
in IN IN O
a DT DT O
presidency NN NN O
town NN NN O
where WRB WRB O
there EX EX O
is VBZ VBZ O
a DT DT O
city NN NN O
civil JJ JJ O
Court NNP NNP O
having VBG VBG O
jurisdiction NN NN O
by IN IN O
a DT DT O
Judge NNP NNP O
of IN IN O
that DT DT O
Court NNP NNP O
and CC CC O
in IN IN O
the DT DT O
absence NN NN O
of IN IN O
such JJ JJ O
Court NNP NNP O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
; : : O
and CC CC O
( ( ( O
b SYM SYM O
) ) ) O
elsewhere RB RB O
also RB RB O
by IN IN O
an DT DT O
additional JJ JJ O
district NN NN O
Judge NNP NNP O
or CC CC O
by IN IN O
any DT DT O
Judge NNP NNP O
of IN IN O
the DT DT O
principal JJ JJ O
Court NNP NNP O
of IN IN O
civil JJ JJ O
jurisdiction NN NN O
. . . O
( ( ( O
12 CD CD O
) ) ) O
For IN IN O
the DT DT O
removal NN NN O
of IN IN O
doubts NNS NNS O
it PRP PRP O
is VBZ VBZ O
hereby NN NN O
declared VBN VBN O
that IN IN O
any DT DT O
Court NNP NNP O
competent NN NN O
to TO TO O
grant VB VB O
an DT DT O
ad NN NN O
interim JJ JJ O
injunction NN NN O
under IN IN O
this DT DT O
section NN NN O
shall MD MD O
also RB RB O

Court NNP NNP O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
; : : O
and CC CC O
( ( ( O
b SYM SYM O
) ) ) O
elsewhere RB RB O
also RB RB O
by IN IN O
an DT DT O
additional JJ JJ O
district NN NN O
Judge NNP NNP O
or CC CC O
by IN IN O
any DT DT O
Judge NNP NNP O
of IN IN O
the DT DT O
principal JJ JJ O
Court NNP NNP O
of IN IN O
civil JJ JJ O
jurisdiction NN NN O
. . . O
( ( ( O
12 CD CD O
) ) ) O
For IN IN O
the DT DT O
removal NN NN O
of IN IN O
doubts NNS NNS O
it PRP PRP O
is VBZ VBZ O
hereby NN NN O
declared VBN VBN O
that IN IN O
any DT DT O
Court NNP NNP O
competent NN NN O
to TO TO O
grant VB VB O
an DT DT O
ad NN NN O
interim JJ JJ O
injunction NN NN O
under IN IN O
this DT DT O
section NN NN O
shall MD MD O
also RB RB O
have VB VB O
the DT DT O
power NN NN O
to TO TO O
appoint VB VB O
a DT DT O
Receiver NNP NNP O
and CC CC O
to TO TO O
exercise VB VB O
all DT DT O
the DT DT O
Court NNP NNP O
powers NNS NNS O
incidental JJ JJ O
thereto NN NN O
. . . O
' POS POS O
At IN IN O
this DT DT O
place NN NN O
it PRP PRP O
may MD MD O
be VB VB O
pointed VBN VBN O
out IN IN O
that IN IN O
with IN IN O
regard NN NN O
to TO TO O
the DT DT O
enforcement NN NN O
of IN IN O
the DT DT O
liability NN NN O
of IN IN O
a DT DT O
surety NN NN O
it PRP PRP O
was VBD VBD O
held VBN VBN O
by IN IN O
a DT DT O
Full NNP NNP O
Bench NNP NNP O
of IN IN O
the DT DT O
Allahabad NNP NNP O
High NNP NNP O
Court NNP NNP O
in IN IN O
Munnalal NNP NNP O

have VBP VBP O
the DT DT O
power NN NN O
to TO TO O
appoint VB VB O
a DT DT O
Receiver NNP NNP O
and CC CC O
to TO TO O
exercise VB VB O
all DT DT O
the DT DT O
Court NNP NNP O
powers NNS NNS O
incidental JJ JJ O
thereto NN NN O
. . . O
' POS POS O
At IN IN O
this DT DT O
place NN NN O
it PRP PRP O
may MD MD O
be VB VB O
pointed VBN VBN O
out IN IN O
that IN IN O
with IN IN O
regard NN NN O
to TO TO O
the DT DT O
enforcement NN NN O
of IN IN O
the DT DT O
liability NN NN O
of IN IN O
a DT DT O
surety NN NN O
it PRP PRP O
was VBD VBD O
held VBN VBN O
by IN IN O
a DT DT O
Full NNP NNP O
Bench NNP NNP O
of IN IN O
the DT DT O
Allahabad NNP NNP I-CC
High NNP NNP I-CC
Court NNP NNP I-CC
in IN IN I-CC
Munnalal NNP NNP I-CC
Gupta NNP NNP I-CC
v NN NN I-CC
. . . I-CC
Uttar NNP NNP I-CC
Pradesh NNP NNP I-CC
Financial NNP NNP I-CC
Corpn NNP NNP I-CC
. . . O
, , , O
AIR NNP NNP O
1975 CD CD O
All DT DT O
416 CD CD O
that IN IN O
from IN IN O
the DT DT O
scheme NN NN O
of IN IN O
the DT DT O
Act NNP NNP O
it PRP PRP O
is VBZ VBZ O
clear JJ JJ O
that IN IN O
the DT DT O
speedy NN NN O
remedy NN NN O
contained VBD VBD O
in IN IN O
Section NN NN I-LC
31 CD CD I-LC
is VBZ VBZ O
available JJ JJ O
not RB RB O
against IN IN O
the DT DT O
surety NN NN O
but CC CC O
against IN IN O
the DT DT O
borrower NN NN O
only RB RB O
. . . O
In IN IN O
arriving VBG VBG O
at IN IN O
this DT DT O
conclusion NN NN O
reference NN NN O
was VBD VBD O
made VBN VBN O
inter JJ JJ O
alia NN NN O
to TO TO O

Gupta NNP NNP I-CC
v NN NN I-CC
. . . I-CC
Uttar NNP NNP I-CC
Pradesh NNP NNP I-CC
Financial NNP NNP I-CC
Corpn NNP NNP I-CC
. . . O
, , , O
AIR NNP NNP O
1975 CD CD O
All DT DT O
416 CD CD O
that IN IN O
from IN IN O
the DT DT O
scheme NN NN O
of IN IN O
the DT DT O
Act NNP NNP O
it PRP PRP O
is VBZ VBZ O
clear JJ JJ O
that IN IN O
the DT DT O
speedy NN NN O
remedy NN NN O
contained VBD VBD O
in IN IN O
Section NN NN I-LC
31 CD CD I-LC
is VBZ VBZ O
available JJ JJ O
not RB RB O
against IN IN O
the DT DT O
surety NN NN O
but CC CC O
against IN IN O
the DT DT O
borrower NN NN O
only RB RB O
. . . O
In IN IN O
arriving VBG VBG O
at IN IN O
this DT DT O
conclusion NN NN O
reference NN NN O
was VBD VBD O
made VBN VBN O
inter JJ JJ O
alia NN NN O
to TO TO O
the DT DT O
reliefs NNS NNS O
( ( ( O
a DT DT O
) ) ) O
( ( ( O
b SYM SYM O
) ) ) O
and CC CC O
( ( ( O
c SYM SYM O
) ) ) O
contained VBD VBD O
in IN IN O
subsection NN NN O
( ( ( O
1 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
31 CD CD I-LC
and CC CC I-LC
to TO TO I-LC
subsection NN NN I-LC
( ( ( I-LC
4 CD CD I-LC
) ) ) I-LC
of IN IN I-LC
Section NN NN I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
as IN IN O
it PRP PRP O
then RB RB O
stood VBD VBD O
. . . O
It PRP PRP O
was VBD VBD O
pointed VBN VBN O
out IN IN O
that IN IN O
this DT DT O
sub-section JJ JJ O
( ( ( O
4 CD CD O
) ) ) O
contemplated VBD VBD O
a DT DT O
notice NN NN O
to TO TO O
the DT DT O
borrower NN NN O
industrial JJ JJ O
concern NN NN O
after IN IN O
an DT DT O
interim JJ JJ O
order NN NN O
had VBD VBD O
been VBN VBN O
passed VBN VBN O

the DT DT O
reliefs NNS NNS O
( ( ( O
a DT DT O
) ) ) O
( ( ( O
b SYM SYM O
) ) ) O
and CC CC O
( ( ( O
c SYM SYM O
) ) ) O
contained VBD VBD O
in IN IN O
subsection NN NN O
( ( ( O
1 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
31 CD CD I-LC
and CC CC I-LC
to TO TO I-LC
subsection NN NN I-LC
( ( ( I-LC
4 CD CD I-LC
) ) ) I-LC
of IN IN I-LC
Section NN NN I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
as IN IN O
it PRP PRP O
then RB RB O
stood VBD VBD O
. . . O
It PRP PRP O
was VBD VBD O
pointed VBN VBN O
out IN IN O
that IN IN O
this DT DT O
sub-section JJ JJ O
( ( ( O
4 CD CD O
) ) ) O
contemplated VBD VBD O
a DT DT O
notice NN NN O
to TO TO O
the DT DT O
borrower NN NN O
industrial JJ JJ O
concern NN NN O
after IN IN O
an DT DT O
interim JJ JJ O
order NN NN O
had VBD VBD O
been VBN VBN O
passed VBN VBN O
to TO TO O
show VB VB O
cause NN NN O
why WRB WRB O
the DT DT O
ad NN NN O
interim JJ JJ O
injunction NN NN O
should MD MD O
not RB RB O
be VB VB O
made VBN VBN O
absolute JJ JJ O
but CC CC O
did VBD VBD O
not RB RB O
contemplate VB VB O
a DT DT O
notice NN NN O
to TO TO O
the DT DT O
surety NN NN O
and CC CC O
that IN IN O
it PRP PRP O
would MD MD O
be VB VB O
unthinkable JJ JJ O
that IN IN O
the DT DT O
Legislature NNP NNP O
intended VBD VBD O
that IN IN O
the DT DT O
property NN NN O
of IN IN O
the DT DT O
surety NN NN O
may MD MD O
be VB VB O
attached VBN VBN O
and CC CC O
put VBN VBN O
to TO TO O
sale NN NN O
without IN IN O
even RB RB O
a DT DT O
notice NN NN O
to TO TO O

to TO TO O
show VB VB O
cause NN NN O
why WRB WRB O
the DT DT O
ad NN NN O
interim JJ JJ O
injunction NN NN O
should MD MD O
not RB RB O
be VB VB O
made VBN VBN O
absolute JJ JJ O
but CC CC O
did VBD VBD O
not RB RB O
contemplate VB VB O
a DT DT O
notice NN NN O
to TO TO O
the DT DT O
surety NN NN O
and CC CC O
that IN IN O
it PRP PRP O
would MD MD O
be VB VB O
unthinkable JJ JJ O
that IN IN O
the DT DT O
Legislature NNP NNP O
intended VBD VBD O
that IN IN O
the DT DT O
property NN NN O
of IN IN O
the DT DT O
surety NN NN O
may MD MD O
be VB VB O
attached VBN VBN O
and CC CC O
put VBN VBN O
to TO TO O
sale NN NN O
without IN IN O
even RB RB O
a DT DT O
notice NN NN O
to TO TO O
him PRP PRP O
. . . O
It PRP PRP O
appears VBZ VBZ O
that IN IN O
in IN IN O
order NN NN O
to TO TO O
meet VB VB O
the DT DT O
difficulty NN NN O
in IN IN O
enforcing VBG VBG O
the DT DT O
liability NN NN O
of IN IN O
a DT DT O
surety NN NN O
as IN IN O
pointed VBN VBN O
out IN IN O
in IN IN O
the DT DT O
case NN NN O
of IN IN O
Munnalal NNP NNP O
Gupta NNP NNP O
( ( ( O
supra NN NN O
) ) ) O
Parliament NNP NNP O
found VBD VBD O
it PRP PRP O
necessary JJ JJ O
to TO TO O
make VB VB O
specific JJ JJ O
provisions NNS NNS O
in IN IN O
this DT DT O
behalf NN NN O
and CC CC O
passed VBD VBD O
the DT DT O
State NNP NNP O
Financial NNP NNP O
Corporation NNP NNP O
( ( ( O
Amendment NNP NNP O
) ) ) O
Act NNP NNP O
1985 CD CD O
( ( ( O
hereinafter NN NN O
referred VBD VBD O
to TO TO O

him PRP PRP O
. . . O
It PRP PRP O
appears VBZ VBZ O
that IN IN O
in IN IN O
order NN NN O
to TO TO O
meet VB VB O
the DT DT O
difficulty NN NN O
in IN IN O
enforcing VBG VBG O
the DT DT O
liability NN NN O
of IN IN O
a DT DT O
surety NN NN O
as IN IN O
pointed VBN VBN O
out IN IN O
in IN IN O
the DT DT O
case NN NN O
of IN IN O
Munnalal NNP NNP O
Gupta NNP NNP O
( ( ( O
supra NN NN O
) ) ) O
Parliament NNP NNP O
found VBD VBD O
it PRP PRP O
necessary JJ JJ O
to TO TO O
make VB VB O
specific JJ JJ O
provisions NNS NNS O
in IN IN O
this DT DT O
behalf NN NN O
and CC CC O
passed VBD VBD O
the DT DT O
State NNP NNP O
Financial NNP NNP O
Corporation NNP NNP O
( ( ( O
Amendment NNP NNP O
) ) ) O
Act NNP NNP O
1985 CD CD O
( ( ( O
hereinafter NN NN O
referred VBD VBD O
to TO TO O
as IN IN O
Act NNP NNP O
43 CD CD O
of IN IN O
1985 CD CD O
). NN NN O
Among IN IN O
other JJ JJ O
amendments NNS NNS O
made VBN VBN O
by IN IN O
Act NNP NNP O
43 CD CD O
of IN IN O
1985 CD CD O
were VBD VBD O
the DT DT O
following VBG VBG O
:- NN NN O
( ( ( O
i NNP NNP O
) ) ) O
In IN IN O
sub-section NN NN O
( ( ( O
1 CD CD O
) ) ) O
of IN IN O
Section NN NN I-LC
31 CD CD I-LC
clause NN NN O
( ( ( O
aa NN NN O
) ) ) O
was VBD VBD O
inserted VBN VBN O
. . . O
( ( ( O
ii NN NN O
) ) ) O
In IN IN O
Section NN NN I-LC
32 CD CD I-LC
a DT DT O
new JJ JJ O
sub-section NN NN O
( ( ( O
1A CD CD O
) ) ) O
and CC CC O
in IN IN O
sub-section NN NN O
( ( ( O
3 CD CD O
) ) ) O
thereof NN NN O
the DT DT O
words NNS NNS O
' POS POS O
or CC CC O
issuing VBG VBG O
a DT DT O
notice NN NN O
